Structure;Code;Label;fleche;pluri;eotp;cc;cp;groupe1;groupe2;Societe
R32ISIS;W15RLEHN;CHAIRE PERM. LEHN J-;oui;oui;W15RLEHNX;R32ISIS;R32ISIS;Recherche;ISIS;1010
R32ISIS;X12R3212;12/321/X06;oui;oui;X12R3212X;R32ISIS;R32ISIS;Recherche;ISIS;1010
R3JCSMTU;D11RAFM3;CD AFM SCI;Non;Non;D11RAFM3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RAFM4;CD AFM SAN;Non;Non;D11RAFM4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R2JCMISI;D11RARC2;JC AR CANCER M-STIC-;Non;Non;D11RARC2X;R2JCMISI;R2JCMISI;Recherche;JC;1010
R3JCSMTU;D11RARC3;CD ARC SCI;Non;Non;D11RARC3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RARC4;H-CD ARC SANTE;Non;Non;D11RARC4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R4JCSVIV;D11RARE4;H-CD AREMANE SANTE;Non;Non;D11RARE4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R4JCSVIV;D11RFDF4;H-CD FDF SANTE;Non;Non;D11RFDF4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RFRM3;BOURSES FRM SCI;Non;Non;D11RFRM3DX;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RFRM4;BOURSES FRM SAN;Non;Non;D11RFRM4DX;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R4JCSVIV;D11RFTR4;H-CD F. TRANSPL SANT;Non;Non;D11RFTR4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RINR3;CD INRA SCI;Non;Non;D11RINR3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R3JCSMTU;D11RLNC3;BOURSES LNCC SCI;Non;Non;D11RLNC3DX;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RLNC4;BOURSES LNCC SANTE;Non;Non;D11RLNC4DX;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RLSP3;CD LSP SCI;Non;Non;D11RLSP3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R1JCSHS;D11RLUX1;CD LUXEMBOURG DEC;Non;Non;D11RLUX1X;R1JCSHS;R1JCSHS;Recherche;JC;1010
R3JCSMTU;D11RLUX3;CD LUXEMBOURG SCI;Non;Non;D11RLUX3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RLUX4;CD FNAT RECH LUX SAN;Non;Non;D11RLUX4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RNEU3;CD NEUREX SCI;Non;Non;D11RNEU3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R1JCSHS;D11RREG1;CD REGION DEG;Non;Non;D11RREG1X;R1JCSHS;R1JCSHS;Recherche;JC;1010
R1JCSHS;D11RREG2;CD REGION SHS;Non;Non;D11RREG2X;R1JCSHS;R1JCSHS;Recherche;JC;1010
R3JCSMTU;D11RREG3;CD REGION SCI;Non;Non;D11RREG3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RREG4;CD REGION SAN;Non;Non;D11RREG4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R4JCSVIV;D11RSFA4;H-CD NLE SOC F ARTHE;Non;Non;D11RSFA4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RSID3;H-CD SIDACTION SCIEN;Non;Non;D11RSID3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RSID4;CD SIDACTION SAN;Non;Non;D11RSID4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D11RVLM3;CD VLM SCI;Non;Non;D11RVLM3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D11RVLM4;CD VLM SAN;Non;Non;D11RVLM4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R4JCSVIV;D12RFRM4;M2 FRM SANTE;Non;Non;D12RFRM4MX;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R1JCSHS;D12RIHU1;CD IHU DROIT ECO GES;Non;Non;D12RIHU1X;R1JCSHS;R1JCSHS;Recherche;JC;1010
R2JCMISI;D12RIHU2;JC IHU STRASBG M-STI;Non;Non;D12RIHU2X;R2JCMISI;R2JCMISI;Recherche;JC;1010
R3JCSMTU;D12RIHU3;CD IHU STRASBG SCIEN;Non;Non;D12RIHU3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R4JCSVIV;D12RIHU4;CD IHU STRASBG SANTE;Non;Non;D12RIHU4X;R4JCSVIV;R4JCSVIV;Recherche;JC;1010
R3JCSMTU;D12RRET3;CD RETINA FRANCE SCI;Non;Non;D12RRET3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R3JCSMTU;D13RBRG3;CD BRGM SCIENCES;Non;Non;D13RBRG3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R2JCMISI;D15RIRC2;JC IRCAD M-STIC-I-S;Non;Non;D15RIRC2X;R2JCMISI;R2JCMISI;Recherche;JC;1010
R3JCSMTU;D15RIRC3;CD IRCAD SCIENCES;Non;Non;D15RIRC3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R3JCSMTU;D15RIRS3;CD IRSN & ANDRA S. 3;Non;Non;D15RIRS3X;R3JCSMTU;R3JCSMTU;Recherche;JC;1010
R13LARG;A13R107A;13/107/A04;Non;oui;A13R107AX;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;C14R0701;COLLOQUE 1 EA 2364;Non;Non;C14R0701X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;C14R0702;COLLOQUE 2 LaRGE;Non;Non;C14R0702X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O12R107A;H-COLLOQUES LaRGE;Non;Non;O12R107AX;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O12R107B;H-SOUTENANCES LaRGE;Non;Non;O12R107BX;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O13R107C;AIDE MOBILITE LaRGE;Non;Non;O13R107CX;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O14R07S1;SOUTENANCE 1 LaRGE;Non;Non;O14R07S1X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O14R07S2;SOUTENANCE 2 LaRGE;Non;Non;O14R07S2X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O14R07S3;SOUTENANCE 3 LaRGE;Non;Non;O14R07S3X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O14R07S4;SOUTENANCE 4 EA 2364;Non;Non;O14R07S4X;R13LARG;R13LARG;Recherche;LARG;1010
R13LARG;O14R07S5;SOUTENANCE 5 LaRGE;Non;Non;O14R07S5X;R13LARG;R13LARG;Recherche;LARG;1010
R42LBPH;A13R417A;13/417/A05;Non;oui;A13R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;AA6R417A;16/417/A05;Non;oui;AA6R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;E13R417A;13/417/E15 THINPAD;Non;oui;E13R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;EA5R417A;15/417/E07 BrightSen;Non;oui;EA5R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;O16RRIKE;ACCORD COL RCH RIKEN;Non;Non;O16RRIKEX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;O16RTHIN;CT APUREMENT THINPAD;Non;Non;O16RTHINX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA4R417A;14/417/S18 LCC MARTI;Non;oui;SA4R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA4R417B;14/417/S20 LCC LEHMA;Non;oui;SA4R417BX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA4R417C;14/417/S22 LCC FUHRM;Non;oui;SA4R417CX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA4R417D;14/417/S31 ANRS14186;Non;oui;SA4R417DX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA5R417A;15/417/S09 INSERM;Non;oui;SA5R417AX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA5R417E;15/417/S23 ARC DONTE;Non;oui;SA5R417EX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA6R417C;16/417/S07 ARC MARTI;Non;oui;SA6R417CX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R42LBPH;SA6R417D;16/417/S33 SF RHUMAT;Non;oui;SA6R417DX;R42LBPH;R42LBPH;Recherche;LBPH;1010
R32LDCM;SA4R318A;14/318/S13 IFCPAR LE;Non;oui;SA4R318AX;R32LDCM;R32LDCM;Recherche;LDCM;1010
R32LDCM;U14RRITL;IUF RITLENG VINCENT;Non;Non;U14RRITLX;R32LDCM;R32LDCM;Recherche;LDCM;1010
R32LDCM;W15RWENC;CATALYSE DUALE COMBI;oui;oui;W15RWENCX;R32LDCM;R32LDCM;Recherche;LDCM;1010
R42LGMO;U14RDOLL;IUF DOLLFUS HELENE;Non;Non;U14RDOLLX;R42LGMO;R42LGMO;Recherche;LGMO;1010
R31LHYG;O12R3111;MONHYC EQ 1 METHODES;Non;Non;O12R3111X;R31LHYG;R31LHYG;Recherche;LHYG;1010
R31LHYG;O12R3112;LHYGES EQ 2 GEOCHIMI;Non;Non;O12R3112X;R31LHYG;R31LHYG;Recherche;LHYG;1010
R31LHYG;O12R3113;LHYGES EQ 3 PROCESSU;Non;Non;O12R3113X;R31LHYG;R31LHYG;Recherche;LHYG;1010
R31LHYG;O15RIRSN;H-CREDITS IRSN ANDRA;Non;Non;O15RIRSNX;R31LHYG;R31LHYG;Recherche;LHYG;1010
R31IPGS;W12RGETP;LABEX G-EAU-THERMIE;oui;oui;W12RGETPX;R31IPGS;R31IPGS;Recherche;IPGS;1010
R31LHYG;W16RIMFE;P.ESP IMFELD Gwenaël;oui;oui;W16RIMFEX;R31LHYG;R31LHYG;Recherche;LHYG;1010
R16LILP;AA4R207A;14/207/A11;Non;oui;AA4R207AX;R16LILP;R16LILP;Recherche;LILP;1010
R16LILP;AA6R207A;16/207/A01 SCHNEDECK;Non;oui;AA6R207AX;R16LILP;R16LILP;Recherche;LILP;1010
R16LILP;O13RDIDA;DIDACTIQUE LILPA;Non;Non;O13RDIDAX;R16LILPE01;R16LILPE01;Recherche;LILP;1010
R16LILP;O13RDISC;DISCURSSIF LILPA;Non;Non;O13RDISCX;R16LILPE02;R16LILPE02;Recherche;LILP;1010
R16LILP;O13RGEPE;GEPE LILPA;Non;Non;O13RGEPEX;R16LILPE03;R16LILPE03;Recherche;LILP;1010
R16LILP;O13RPACO;PAC LILPA;Non;Non;O13RPACOX;R16LILPE04;R16LILPE04;Recherche;LILP;1010
R16LILP;O13RSCOL;SCOLIA LILPA;Non;Non;O13RSCOLX;R16LILPE05;R16LILPE05;Recherche;LILP;1010
R16LILP;W17RPUKL;CRCT PUKLI Monika;oui;oui;W17RPUKLX;R16LILP;R16LILP;Recherche;LILP;1010
R42LITH;AA5R415A;15/415/A12;Non;oui;AA5R415AX;R42LITH;R42LITH;Recherche;LITH;1010
R42LITH;AA6R415A;16/415/A03;Non;oui;AA6R415AX;R42LITH;R42LITH;Recherche;LITH;1010
R42LITH;SA4R415A;14/415/S33 ANRS14183;Non;oui;SA4R415AX;R42LITH;R42LITH;Recherche;LITH;1010
R42LITH;SA4R415C;14/415/S47 VLM FROSS;Non;oui;SA4R415CX;R42LITH;R42LITH;Recherche;LITH;1010
R42LITH;SA6R415B;16/415/S38 VLM PRTP;Non;oui;SA6R415BX;R42LITH;R42LITH;Recherche;LITH;1010
R42LITH;W15RGBLO;CASCADE APPROACHES;oui;oui;W15RGBLOX;R42LITH;R42LITH;Recherche;LITH;1010
R14LIVE;SA6R203A;16/203/S22 CNRS COMB;Non;oui;SA6R203AX;R14LIVE;R14LIVE;Recherche;LIVE;1010
R14LIVE;W16RICOM;P.ESP COMBROUX Isabe;oui;oui;W16RICOMX;R14LIVE;R14LIVE;Recherche;LIVE;1010
R15LNCA;A12R308A;12/308/A17;Non;oui;A12R308AX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;AA5R308A;15/308/A11;Non;oui;AA5R308AX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA4R308A;14/308/S16 ALSACE AL;Non;oui;SA4R308AX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA4R308C;14/308/S25 FORNASEP;Non;oui;SA4R308CX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA5R308A;15/308/S04 FR ALZHEI;Non;oui;SA5R308AX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA5R308B;15/308/S06 ALSACE AL;Non;oui;SA5R308BX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA5R308C;15/308/S08 ANSES PER;Non;oui;SA5R308CX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;SA6R308A;16/308/S10 AA 68 CAS;Non;oui;SA6R308AX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R15LNCA;W15RHOFM;FELLOW 2015 HOFMANN;oui;oui;W15RHOFMX;R15LNCA;R15LNCA;Recherche;LNCA;1010
R42LNPC;O14RDFAL;DON FAMILLE FALLER;Non;Non;O14RDFALX;R42LNPC;R42LNPC;Recherche;LNPC;1010
R15LPCO;EA6R224A;16/224/E04 SERIOR;Non;oui;EA6R224AX;R15LPCO;R15LPCO;Recherche;LPCO;1010
R11LRCE;C14R1001;COLLOQUE 1 EA 4375;Non;Non;C14R1001X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;C14R1002;COLLOQUE 2 LR CEIPI;Non;Non;C14R1002X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;C14R1003;COLLOQUE 3 LR CEIPI;Non;Non;C14R1003X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;C14R1004;COLLOQUE 3 LR CEIPI;Non;Non;C14R1004X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O12R110A;H-COLLOQUES LR CEIPI;Non;Non;O12R110AX;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O12R110B;H-SOUTENANCES CEIPI;Non;Non;O12R110BX;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O13R110C;AIDE MOBILITE CEIPI;Non;Non;O13R110CX;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O14R10S1;SOUTENANCE 1 LR CEIP;Non;Non;O14R10S1X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O14R10S2;SOUTENANCE 2 LR CEIP;Non;Non;O14R10S2X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O14R10S3;SOUTENANCE 3 LR CEIP;Non;Non;O14R10S3X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O14R10S4;SOUTENANCE 4 CEIPI;Non;Non;O14R10S4X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R11LRCE;O14R10S5;SOUTENANCE 5 CEIPI;Non;Non;O14R10S5X;R11LRCE;R11LRCE;Recherche;LRCM;1010
R10MISH;O11R0FG9;H-FONCTIONNEMENT GEN;Non;Non;O11R0FG9X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O11RGIS9;H-MONDES GERMANIQUES;Non;Non;O11RGIS9X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RCOM3;CONSTRUCTION & DÉCON;Non;Non;O13RCOM3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RNAT3;LA NATURE A LA LETTR;Non;Non;O13RNAT3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RPAR3;PERCEVOIR LA PAROLE;Non;Non;O13RPAR3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RPFZ3;AAP MISHA/FRANKREICH;Non;Non;O13RPFZ3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RPOP3;IMAGES DU SAVOIR PRA;Non;Non;O13RPOP3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O13RSEP3;HISTORICAL & THEOLOG;Non;Non;O13RSEP3X;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O15RIRFD;P. FRANCO ALL. IRAN;Non;Non;O15RIRFDX;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O16RMDGG;MISHA CREDITS DGG;Non;Non;O16RMDGGX;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O16RMINF;MISHA MAINTENANCE IN;Non;Non;O16RMINFX;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;O16RTAIE;REMUNERATION TAIEB;Non;Non;O16RTAIEX;R10MISH;R10MISH;Recherche;MISH;1010
R10MISH;SA6R221A;16/221/S37 FMSH PIAN;Non;oui;SA6R221AX;R10MISH;R10MISH;Recherche;MISH;1010
R31OBAS;O16RARCH;H-SOLDE CONTRAT ARCH;Non;Non;O16RARCHX;R31OBAS;R31OBAS;Recherche;OBAS;1010
R17PHAC;AA5R212A;15/212/A13;Non;oui;AA5R212AX;R17PHAC;R17PHAC;Recherche;PHAC;1010
R17PHAC;SA4R212A;14/212/S37 CIERA FIS;Non;oui;SA4R212AX;R17PHAC;R17PHAC;Recherche;PHAC;1010
R17PHAC;W17RROGO;CRCT ROGOZINSKI Jaco;oui;oui;W17RROGOX;R17PHAC;R17PHAC;Recherche;PHAC;1010
R42PIQP;SA5RPIQA;15/PIQ/S33 2014-393;Non;oui;SA5RPIQAX;R42PIQP;R42PIQP;Recherche;PIQP;1010
R42PTMA;O15RPSTR;REMU. C PAUL STRAUSS;Non;Non;O15RPSTRX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA4R443F;14/443/S23 LCC NOEL;Non;oui;SA4R443FX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA5R443A;15/443/S01 Reg. Canc;Non;oui;SA5R443AX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA5R443B;15/443/S02 INVS CARD;Non;oui;SA5R443BX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA5R443C;15/443/S03 InVS PNSM;Non;oui;SA5R443CX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA5R443D;15/443/S18 LCC NOEL;Non;oui;SA5R443DX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA6R443A;16/443/S01 RBRC 2016;Non;oui;SA6R443AX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA6R443B;16/443/S02 INVS CARD;Non;oui;SA6R443BX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA6R443C;16/443/S03 PNSM 2016;Non;oui;SA6R443CX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R42PTMA;SA6R443D;16/443/S04 K2-France;Non;oui;SA6R443DX;R42PTMA;R42PTMA;Recherche;PTMA;1010
R41RIDI;O11R9022;UPR 9022 - RIDI;Non;Non;O11R9022X;R41RIDI;R41RIDI;Recherche;RIDI;1010
R41RIDI;U16RIMLE;IUF IMLER JEAN-L.;Non;Non;U16RIMLEX;R41RIDI;R41RIDI;Recherche;RIDI;1010
R41RIDI;W15RHOFF;CH. PERM. HOFFMAN J;oui;oui;W15RHOFFX;R41RIDI;R41RIDI;Recherche;RIDI;1010
R41RIDI;W15RMULL;CHAIRE PERM. MULLER;oui;oui;W15RMULLX;R41RIDI;R41RIDI;Recherche;RIDI;1010
R11SAGE;A13R141A;13/141/A15;Non;oui;A13R141AX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;AA4R141A;14/141/A10;Non;oui;AA4R141AX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;AA4R141B;14/141/A14;Non;oui;AA4R141BX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;C16RCDYN;COL. CONFIGURATION &;Non;Non;C16RCDYNX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;C16RGLOB;COL. ORGANISATION IN;Non;Non;C16RGLOBX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;EA4R141A;14/141/E10 EIGF;Non;oui;EA4R141AX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;EA6R141A;16/141/E10 BodyCapit;Non;oui;EA6R141AX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;O13RAFAL;ATELIERS POLUTION  N;Non;Non;O13RAFALX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;O15RFILM;"H-CYCLE ""FILMER VILL";Non;Non;O15RFILMX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;O16RPEA4;PEAP ACCES SERVICES;Non;Non;O16RPEA4X;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;O16RPEA7;PEAP COL. IO & GLOBA;Non;Non;O16RPEA7X;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;O16RSDGG;UMR 7363 DGG CNRS;Non;Non;O16RSDGGX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA4R141B;14/141/S34 CNRS PROV;Non;oui;SA4R141BX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA4R141D;14/141/S36 CIERA LAM;Non;oui;SA4R141DX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA4R141E;14/141/S40 CIERA BON;Non;oui;SA4R141EX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA4R141G;14/141/S46 DIRECCTE;Non;oui;SA4R141GX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA5R141D;15/141/E11 HBS 2015;Non;oui;SA5R141DX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA6R141A;16/141/S26 F GOULET;Non;oui;SA6R141AX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA6R141B;16/141/S20 FEFA GOUL;Non;oui;SA6R141BX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;SA6R141C;16/141/S30 JOUANNEAU;Non;oui;SA6R141CX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;U15RDAKO;IUF DAKOWSKA DOROTA;Non;Non;U15RDAKOX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;W15RKOST;STRASBOURG, LABORATO;oui;oui;W15RKOSTX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;W15RRASM;FELLOW 2015 RASMUSSE;oui;oui;W15RRASMX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R11SAGE;W16RMICH;P.ESP MICHON Sébasti;oui;oui;W16RMICHX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R44SPSS;EA5R210A;15/210/E10 C.MONNET;Non;oui;EA5R210AX;R44SPSS;R44SPSS;Recherche;SPSS;1010
R44SPSS;O14RCOMM;ACTIONS COM E3S;Non;Non;O14RCOMMX;R44SPSS;R44SPSS;Recherche;SPSS;1010
R44SPSS;O14RDOCT;DOCTORANTS E3S;Non;Non;O14RDOCTX;R44SPSS;R44SPSS;Recherche;SPSS;1010
R44SPSS;O14RECTI;ENS/CHERCH TIT E3S;Non;Non;O14RECTIX;R44SPSS;R44SPSS;Recherche;SPSS;1010
R44SPSS;W17RVIEI;CRCT VIEILLE-MARCHIS;oui;oui;W17RVIEIX;R44SPSS;R44SPSS;Recherche;SPSS;1010
R15SULI;C16RCSMT;COLL. NOUV. NASOGRAP;Non;Non;C16RCSMTX;R15SULI;R15SULI;Recherche;SULI;1010
R42SVTT;O11R5059;H-LABOR PR. FREYSSIN;Non;Non;O11R5059X;R42SVTT;R42SVTT;Recherche;SVTT;1010
R17TPRO;C16RLCDI;COL. LITTERATURE CHR;Non;Non;C16RLCDIX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TPRO;C16RPSUI;COL. PENSER LE SUICI;Non;Non;C16RPSUIX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TPRO;SA4R219A;14/219/S45 CIERA FOL;Non;oui;SA4R219AX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TPRO;U09RJOOS;IUF JOOSTEN JAN;Non;Non;U09RJOOSX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TPRO;U13RLANG;IUF LANGLOIS MICHAEL;Non;Non;U13RLANGX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TPRO;W17RTOUR;CRCT TOURNU Christop;oui;oui;W17RTOURX;R17TPRO;R17TPRO;Recherche;TPRO;1010
R17TCSR;O14RLEXI;COLL LEXICOGRAPHIE;Non;Non;O14RLEXIX;R17TCSR;R17TCSR;Recherche;TSCR;1010
R17TCSR;O15RLONG;UFA CT-14-15 LONGONG;Non;Non;O15RLONGX;R17TCSR;R17TCSR;Recherche;TSCR;1010
R17TCSR;O16RMPON;SOUTIEN BRANDLE MPON;Non;Non;O16RMPONX;R17TCSR;R17TCSR;Recherche;TSCR;1010
R17TCSR;SA6R218A;16/218/S32 CH.GUTENB;Non;oui;SA6R218AX;R17TCSR;R17TCSR;Recherche;TSCR;1010
R42VIBP;SA4R447A;14/447/S07 INSERM;Non;oui;SA4R447AX;R42VIBP;R42VIBP;Recherche;VIBP;1010
R11SAGE;U07RVDUB;IUF DUBOIS VINCENT;Non;Non;U07RVDUBX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R32LDCM;U10RCOMP;H-IUF COMPAIN PHILIP;Non;Non;U10RCOMPX;R32LDCM;R32LDCM;Recherche;LDCM;1010
R11SAGE;U11RHMIC;H-IUF MICHEL HELENE;Non;Non;U11RHMICX;R11SAGE;R11SAGE;Recherche;SAGE;1010
R42PRCH02;P12RNCIA;12/I37/E31 NEUROTIME;Non;oui;P12RNCIAX;R42PRCH02;R42PRCH02;Recherche;DIRE
